Fecha,Tipo fuente,Generación
2025-03-01 00:00:00,Combustible fósil,23.47688706
2025-03-01 00:00:00,Hidráulica,178.78017185000004
2025-03-02 00:00:00,Combustible fósil,20.8931758
2025-03-02 00:00:00,Hidráulica,168.98029413000003
2025-03-03 00:00:00,Combustible fósil,22.55273993
2025-03-03 00:00:00,Hidráulica,187.32441132
2025-03-04 00:00:00,Combustible fósil,30.995583749999998
2025-03-04 00:00:00,Hidráulica,180.79444779
2025-03-05 00:00:00,Combustible fósil,32.91413536
2025-03-05 00:00:00,Hidráulica,187.11854234
2025-03-06 00:00:00,Combustible fósil,25.355823920000002
2025-03-06 00:00:00,Hidráulica,195.25056546000013
2025-03-07 00:00:00,Combustible fósil,23.614829549999996
2025-03-07 00:00:00,Hidráulica,196.60761812
2025-03-08 00:00:00,Combustible fósil,23.46652066
2025-03-08 00:00:00,Hidráulica,176.86970599
2025-03-09 00:00:00,Combustible fósil,22.563247779999998
2025-03-09 00:00:00,Hidráulica,165.46018732999997
2025-03-10 00:00:00,Combustible fósil,22.5674883
2025-03-10 00:00:00,Hidráulica,189.72785742000005
2025-03-11 00:00:00,Combustible fósil,29.04375813999999
2025-03-11 00:00:00,Hidráulica,185.9041575
2025-03-12 00:00:00,Combustible fósil,32.2674804
2025-03-12 00:00:00,Hidráulica,179.93835410000003
2025-03-13 00:00:00,Combustible fósil,32.67345315
2025-03-13 00:00:00,Hidráulica,185.4855385900001
2025-03-14 00:00:00,Combustible fósil,26.07388332
2025-03-14 00:00:00,Hidráulica,191.37876205
2025-03-15 00:00:00,Combustible fósil,22.6421397
2025-03-15 00:00:00,Hidráulica,182.9922062600001
2025-03-16 00:00:00,Combustible fósil,23.571595679999994
2025-03-16 00:00:00,Hidráulica,161.89618403
2025-03-17 00:00:00,Combustible fósil,28.820328859999996
2025-03-17 00:00:00,Hidráulica,185.78605271
2025-03-18 00:00:00,Combustible fósil,29.763948420000006
2025-03-18 00:00:00,Hidráulica,187.12324135999995
2025-03-19 00:00:00,Combustible fósil,27.642998239999997
2025-03-19 00:00:00,Hidráulica,187.74841089
2025-03-20 00:00:00,Combustible fósil,28.113853829999993
2025-03-20 00:00:00,Hidráulica,191.31623119999998
2025-03-21 00:00:00,Combustible fósil,27.30425029
2025-03-21 00:00:00,Hidráulica,193.93864935999994
2025-03-22 00:00:00,Combustible fósil,23.13197068
2025-03-22 00:00:00,Hidráulica,188.34768678
2025-03-23 00:00:00,Combustible fósil,24.962202740000002
2025-03-23 00:00:00,Hidráulica,165.51226081999997
2025-03-24 00:00:00,Combustible fósil,22.6628418
2025-03-24 00:00:00,Hidráulica,171.71785838999995
2025-03-25 00:00:00,Combustible fósil,24.332895569999998
2025-03-25 00:00:00,Hidráulica,194.63968287
2025-03-26 00:00:00,Combustible fósil,24.38248482
2025-03-26 00:00:00,Hidráulica,200.5623778200001
2025-03-27 00:00:00,Combustible fósil,25.578766540000004
2025-03-27 00:00:00,Hidráulica,197.88677124999998
2025-03-28 00:00:00,Combustible fósil,29.0390296
2025-03-28 00:00:00,Hidráulica,193.15658834999996
2025-03-29 00:00:00,Combustible fósil,27.579556859999997
2025-03-29 00:00:00,Hidráulica,178.96066472999988
2025-03-30 00:00:00,Combustible fósil,26.269301459999994
2025-03-30 00:00:00,Hidráulica,166.50658751999998
2025-03-31 00:00:00,Combustible fósil,27.070766640000002
2025-03-31 00:00:00,Hidráulica,186.24664860999997
2025-04-01 00:00:00,Combustible fósil,27.923560920000007
2025-04-01 00:00:00,Hidráulica,186.3130846899999
2025-04-02 00:00:00,Combustible fósil,27.94236721
2025-04-02 00:00:00,Hidráulica,189.40134815999997
2025-04-03 00:00:00,Combustible fósil,26.797281659999996
2025-04-03 00:00:00,Hidráulica,192.57869907999992
2025-04-04 00:00:00,Combustible fósil,24.80127572
2025-04-04 00:00:00,Hidráulica,193.81797954000004
2025-04-05 00:00:00,Combustible fósil,23.455673209999997
2025-04-05 00:00:00,Hidráulica,183.10700642999996
2025-04-06 00:00:00,Combustible fósil,21.75790786
2025-04-06 00:00:00,Hidráulica,167.42754035999997
2025-04-07 00:00:00,Combustible fósil,27.56140393999999
2025-04-07 00:00:00,Hidráulica,186.98363383999998
2025-04-08 00:00:00,Combustible fósil,23.342482720000003
2025-04-08 00:00:00,Hidráulica,191.23916233999995
2025-04-09 00:00:00,Combustible fósil,26.313606630000002
2025-04-09 00:00:00,Hidráulica,195.87900065000002
2025-04-10 00:00:00,Combustible fósil,25.371499940000007
2025-04-10 00:00:00,Hidráulica,195.28579615
2025-04-11 00:00:00,Combustible fósil,22.876761019999996
2025-04-11 00:00:00,Hidráulica,192.26344449
2025-04-12 00:00:00,Combustible fósil,23.113337779999995
2025-04-12 00:00:00,Hidráulica,183.83495074999996
2025-04-13 00:00:00,Combustible fósil,22.704814510000006
