Fecha,Generación,Tipo fuente
2025-03-01 00:00:00,3.2043890899999994,Biomasa
2025-03-01 00:00:00,0.33309528000000005,Eólica
2025-03-01 00:00:00,13.027244350000002,Solar
2025-03-02 00:00:00,3.1239622199999997,Biomasa
2025-03-02 00:00:00,0.49458306,Eólica
2025-03-02 00:00:00,10.66024243,Solar
2025-03-03 00:00:00,3.09990597,Biomasa
2025-03-03 00:00:00,0.4196894299999999,Eólica
2025-03-03 00:00:00,10.83215817,Solar
2025-03-04 00:00:00,2.920865960000001,Biomasa
2025-03-04 00:00:00,0.34925572000000005,Eólica
2025-03-04 00:00:00,11.950875619999998,Solar
2025-03-05 00:00:00,2.6188239700000002,Biomasa
2025-03-05 00:00:00,0.30618229,Eólica
2025-03-05 00:00:00,10.8553992,Solar
2025-03-06 00:00:00,2.3176892099999997,Biomasa
2025-03-06 00:00:00,0.26967678000000006,Eólica
2025-03-06 00:00:00,10.01988157,Solar
2025-03-07 00:00:00,2.4411101699999995,Biomasa
2025-03-07 00:00:00,0.34451293999999993,Eólica
2025-03-07 00:00:00,11.66595953,Solar
2025-03-08 00:00:00,2.4874264999999998,Biomasa
2025-03-08 00:00:00,0.34416102000000004,Eólica
2025-03-08 00:00:00,13.6790229,Solar
2025-03-09 00:00:00,2.56147594,Biomasa
2025-03-09 00:00:00,0.41208175999999996,Eólica
2025-03-09 00:00:00,14.05711002,Solar
2025-03-10 00:00:00,2.6620168499999997,Biomasa
2025-03-10 00:00:00,0.40818369,Eólica
2025-03-10 00:00:00,12.160389729999997,Solar
2025-03-11 00:00:00,2.9220128099999996,Biomasa
2025-03-11 00:00:00,0.36763625999999994,Eólica
2025-03-11 00:00:00,12.604561690000002,Solar
2025-03-12 00:00:00,2.6261693,Biomasa
2025-03-12 00:00:00,0.35321020999999997,Eólica
2025-03-12 00:00:00,12.260160330000003,Solar
2025-03-13 00:00:00,2.43842875,Biomasa
2025-03-13 00:00:00,0.36136946000000003,Eólica
2025-03-13 00:00:00,12.706610539999996,Solar
2025-03-14 00:00:00,2.5413577,Biomasa
2025-03-14 00:00:00,0.34752704,Eólica
2025-03-14 00:00:00,10.926603139999997,Solar
2025-03-15 00:00:00,2.7028005,Biomasa
2025-03-15 00:00:00,0.37211643,Eólica
2025-03-15 00:00:00,11.676002329999998,Solar
2025-03-16 00:00:00,2.22254439,Biomasa
2025-03-16 00:00:00,0.39219449999999995,Eólica
2025-03-16 00:00:00,11.854790160000004,Solar
2025-03-17 00:00:00,2.11117313,Biomasa
2025-03-17 00:00:00,0.46999637,Eólica
2025-03-17 00:00:00,9.951947519999997,Solar
2025-03-18 00:00:00,2.2728748,Biomasa
2025-03-18 00:00:00,0.29373084,Eólica
2025-03-18 00:00:00,10.421211340000001,Solar
2025-03-19 00:00:00,2.25573307,Biomasa
2025-03-19 00:00:00,0.30855446999999997,Eólica
2025-03-19 00:00:00,12.090040320000002,Solar
2025-03-20 00:00:00,2.4747345499999995,Biomasa
2025-03-20 00:00:00,0.46120952000000004,Eólica
2025-03-20 00:00:00,12.045940360000003,Solar
2025-03-21 00:00:00,2.6714473300000003,Biomasa
2025-03-21 00:00:00,0.50137955,Eólica
2025-03-21 00:00:00,11.104872179999997,Solar
2025-03-22 00:00:00,2.7031443200000003,Biomasa
2025-03-22 00:00:00,0.56637334,Eólica
2025-03-22 00:00:00,13.61204957,Solar
2025-03-23 00:00:00,2.8433109899999995,Biomasa
2025-03-23 00:00:00,0.5850094099999998,Eólica
2025-03-23 00:00:00,14.70809675,Solar
2025-03-24 00:00:00,2.89356574,Biomasa
2025-03-24 00:00:00,0.57940032,Eólica
2025-03-24 00:00:00,15.18695855,Solar
2025-03-25 00:00:00,2.8709565799999996,Biomasa
2025-03-25 00:00:00,0.53416713,Eólica
2025-03-25 00:00:00,13.581910340000004,Solar
2025-03-26 00:00:00,2.75088291,Biomasa
2025-03-26 00:00:00,0.50358607,Eólica
2025-03-26 00:00:00,10.52482097,Solar
2025-03-27 00:00:00,2.8047574199999996,Biomasa
2025-03-27 00:00:00,0.49775643,Eólica
2025-03-27 00:00:00,12.640915249999995,Solar
2025-03-28 00:00:00,2.78192862,Biomasa
2025-03-28 00:00:00,0.50821087,Eólica
2025-03-28 00:00:00,11.269045579999998,Solar
2025-03-29 00:00:00,2.4339691,Biomasa
2025-03-29 00:00:00,0.5423896300000001,Eólica
2025-03-29 00:00:00,12.102273360000003,Solar
2025-03-30 00:00:00,2.35845132,Biomasa
2025-03-30 00:00:00,0.5214333,Eólica
2025-03-30 00:00:00,9.19610131,Solar
2025-03-31 00:00:00,2.25542312,Biomasa
2025-03-31 00:00:00,0.40293617,Eólica
2025-03-31 00:00:00,11.278743130000002,Solar
2025-04-01 00:00:00,2.24567591,Biomasa
2025-04-01 00:00:00,0.48637601999999996,Eólica
2025-04-01 00:00:00,12.309376479999997,Solar
2025-04-02 00:00:00,2.16610219,Biomasa
2025-04-02 00:00:00,0.53263851,Eólica
2025-04-02 00:00:00,11.301525259999996,Solar
2025-04-03 00:00:00,2.20952427,Biomasa
2025-04-03 00:00:00,0.54790709,Eólica
2025-04-03 00:00:00,11.479999130000001,Solar
2025-04-04 00:00:00,2.1778382199999995,Biomasa
2025-04-04 00:00:00,0.5584728,Eólica
2025-04-04 00:00:00,10.491984280000002,Solar
2025-04-05 00:00:00,1.99637202,Biomasa
2025-04-05 00:00:00,0.51075048,Eólica
2025-04-05 00:00:00,13.07773467,Solar
2025-04-06 00:00:00,2.00221123,Biomasa
2025-04-06 00:00:00,0.5483765100000001,Eólica
2025-04-06 00:00:00,11.408124000000003,Solar
2025-04-07 00:00:00,1.87134468,Biomasa
2025-04-07 00:00:00,0.48321868,Eólica
2025-04-07 00:00:00,11.786654290000007,Solar
2025-04-08 00:00:00,1.97681809,Biomasa
2025-04-08 00:00:00,0.4592137600000001,Eólica
2025-04-08 00:00:00,12.932553280000002,Solar
2025-04-09 00:00:00,1.84747808,Biomasa
2025-04-09 00:00:00,0.41011485000000003,Eólica
2025-04-09 00:00:00,9.497169659999997,Solar
2025-04-10 00:00:00,2.39342421,Biomasa
2025-04-10 00:00:00,0.39658236,Eólica
2025-04-10 00:00:00,7.960313789999998,Solar
2025-04-11 00:00:00,2.0307352300000003,Biomasa
2025-04-11 00:00:00,0.29641231999999995,Eólica
2025-04-11 00:00:00,9.565362129999995,Solar
2025-04-12 00:00:00,2.03051122,Biomasa
2025-04-12 00:00:00,0.29909290999999993,Eólica
2025-04-12 00:00:00,12.988461419999998,Solar
2025-04-13 00:00:00,1.7373145900000002,Biomasa
2025-04-13 00:00:00,0.42749561999999997,Eólica
2025-04-13 00:00:00,13.651012340000007,Solar
2025-04-14 00:00:00,1.9783463,Biomasa
2025-04-14 00:00:00,0.5146799,Eólica
2025-04-14 00:00:00,14.509568050000002,Solar
2025-04-15 00:00:00,2.23576374,Biomasa
2025-04-15 00:00:00,0.5246086999999999,Eólica
2025-04-15 00:00:00,14.01984359,Solar
