id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
MAC000002,0.36530783448042103,0.2787635842034597,0.16606085093399242,0.08434848580393407,0.055287651805728394,0.05111472600619092,0.05759819581494515,0.11104516554715489,0.21217368753935723,0.3662242418830315,0.4234524437986518,0.4557086562994009,0.4247742943724072,0.4019677019279888,0.38504310761340305,0.32698783725056946,0.3290646880357021,0.34851356047028903,0.40373277350111686,0.6151589475351619,0.7208623358131997,0.6053553885458972,0.5909161492794601,0.46639382783891625
MAC000003,1.5135325660018462,1.9279072378160942,1.7171984542973147,1.7586662583464348,1.7614088606709244,1.5574179758678308,1.401223611954455,0.5411138074015138,0.23033989897720802,0.20740493862535206,0.2607926807086583,0.3563227767897758,0.37275155362579293,0.28562235479911297,0.18668235854441817,0.11293361965753418,0.19424276966176499,0.27452152095789,0.26552403891821713,0.21313977608787807,0.2510091814309875,0.15833393724611045,0.208171444374913,0.1495016755732333
MAC000004,0.08569173619411671,0.08966811598115794,0.08908345765947111,0.08854572112089354,0.08931382550025685,0.088483129609681,0.0894594000290996,0.09598680790498564,0.12118860301071453,0.11769083710723315,0.11281198202697817,0.10544396332481375,0.10434534689441831,0.09414262002492269,0.10014049256148966,0.0980104601891459,0.09686855297718776,0.09086452858737273,0.08844351151312867,0.08791398734994939,0.09383858858743609,0.09414833851325193,0.08629839413110418,0.088167824230974
MAC000006,0.03379923727541628,0.027246512936558637,0.0254073240026826,0.02405530355913418,0.025545802082258404,0.031568732074625794,0.04897142622401278,0.053488109071325625,0.08670239072720623,0.12548004652423278,0.11622500984232564,0.1167923255168346,0.1129287756594837,0.0760659371008128,0.07446273548123411,0.07731052195340614,0.08043266841726235,0.07801997419993581,0.08073005450073575,0.08352172695187082,0.08233169199437995,0.07149790569147393,0.066425251200507,0.05075262623525579
MAC000007,0.0765623612522693,0.04976956400210566,0.043282805449748364,0.039175108499418854,0.040977153213546856,0.03884936857470759,0.047948240262586816,0.20637399431088954,0.40340246646919536,0.4357824574984689,0.42472768199296207,0.47974389486324615,0.5550540038225721,0.5684955894746578,0.40854467510620057,0.3152375494867437,0.28295828439968973,0.5388928227528431,0.5948566129233764,0.4900483586719827,0.3495883910297338,0.2885124802785171,0.23951166854452885,0.16335278277500087
MAC000008,0.28920527167700955,0.23115567898945313,0.18498805180683728,0.162335924381408,0.1540118230669874,0.16988166597381385,0.2002798606064121,0.38307492475188537,0.38236538702711453,0.45747973752605847,0.4747638993289284,0.4702265000588712,0.48619438139307425,0.5052508968846442,0.4760108997522201,0.45714525428050834,0.46382174192764736,0.5301070004647668,0.5143506074008878,0.5040365735681797,0.4164771356698286,0.4136382257239683,0.4371943902553942,0.3815997843004835
MAC000009,0.0445065157735784,0.04004260147831776,0.03840080574647624,0.03820092361642867,0.038034540316148197,0.03858533612653999,0.042222588661418564,0.1541153778902232,0.22130317927267185,0.33881662563643034,0.3023717990767787,0.501091787949573,0.5996747629643211,0.35705600699725376,0.13269333193980426,0.11964005201146173,0.10680821621969876,0.179685971860631,0.11076137412941697,0.20482746787063502,0.15653538093886082,0.10560071868166612,0.13185594433559522,0.1081199072038821
MAC000010,0.3241810865951721,0.1833584704142978,0.09313776927041217,0.07719085849865663,0.12658540067697552,0.18970932939215046,0.24659182802611493,0.35585513156648757,0.5635374007260923,0.6508142684965695,0.6666609660900584,0.6364136744741113,0.7139843564288104,0.7951390074353055,0.7909699039542428,0.7393499894658331,0.7186310507072975,0.8758150176745539,0.9687455737006265,0.9527102567580352,0.61399182351532,0.5697721807829672,0.47339144164997493,0.4390678125768925
MAC000011,0.34679400205737443,0.1921369688376223,0.12363060740176147,0.09822085455104701,0.18760862888880175,0.22778121892577458,0.25988772478499694,0.27990890382393735,0.38434747335290803,0.39363678862954915,0.38495085173389637,0.460153666048143,0.42942852066766984,0.44525332725817973,0.42451889183592384,0.46946848085695664,0.5593967701680954,0.5813345883793498,0.6238503316025272,0.48791462736891483,0.47958525052735795,0.4479471166778563,0.4914359438585544,0.46813925264538114
MAC000012,0.0843883254273875,0.052791861891361896,0.047560039995374205,0.050055526627123,0.051102894116057965,0.04805821706113868,0.06467962391194648,0.08684256493220016,0.12059295348556973,0.16089534914244752,0.18183575569848334,0.18722759734489322,0.1742043569883533,0.15903186616913242,0.1561077780364801,0.1741979169376106,0.16773659095963306,0.22112843981204922,0.24226556396103724,0.2070558677895576,0.18144114922644888,0.15973774996826665,0.14100626672069497,0.12217162315274689
